0,100.0
1,0.11521711658509766
2,0.10363703685521389
3,0.09326302185860738
4,0.08396147285836753
5,0.07561509496857781
6,0.06812062869698579
7,0.06138694726924786
8,0.05533345197713182
9,0.04988871189137887
10,0.04498930515234744
11,0.0405788275010168
12,0.036607040318529516
13,0.033029135646082924
14,0.029805099781762205
15,0.026899160333876404
16,0.02427930424794905
17,0.021916856445761326
18,0.01978611043655109
19,0.017864003660783327
20,0.016129831474705543
21,0.014564994625803428
22,0.013152775847723132
23,0.011878141851147895
24,0.010727567523628107
25,0.009688879603695778
26,0.008751117471516296
27,0.007904409019874579
28,0.007139859837871312
29,0.006449454171686258
30,0.005825966320753115
31,0.005262881298240284
32,0.004754323727430201
33,0.004294994070634432
34,0.0038801113947331007
35,0.00350536197129899
36,0.00316685309006954
37,0.0028610715350943687
38,0.0025848462355135635
39,0.002335314656938537
40,0.0021098925466056114
41,0.0019062466886704853
42,0.0017222703615944967
43,0.0015560612241886228
44,0.00140590138339958
45,0.0012702394256338904
46,0.0011476742140824185
47,0.0010369402754033064
48,9.368946182309973E-4
49,8.465048406664827E-4
50,7.648383993843448E-4
51,6.91052925891349E-4
52,6.243874860712502E-4
53,5.641546910749806E-4
54,5.097335754857419E-4
55,4.605631673373533E-4
56,4.161366829531816E-4
57,3.759962851590343E-4
58,3.397283497341394E-4
59,3.0695919082426957E-4
60,2.773512005660826E-4
61,2.505993626656057E-4
62,2.2642810341987068E-4
63,2.045884473773173E-4
64,1.848554483436843E-4
65,1.6702586884755714E-4
66,1.5091608376360867E-4
67,1.363601869339764E-4
68,1.2320828043429444E-4
69,1.1132492942661136E-4
70,1.0058776596283812E-4
71,9.088622791298675E-5
72,8.212041973524983E-5
73,7.420008298667438E-5
74,6.704366631637496E-5
75,6.057748557202739E-5
76,5.473496433799528E-5
77,4.9455948479373336E-5
78,4.468608642701062E-5
79,4.037626922890161E-5
80,3.6482125056251915E-5
81,3.296356193297237E-5
82,2.9784354994107615E-5
83,2.691177354670737E-5
84,2.4316243779341202E-5
85,2.197104440318824E-5
86,1.9852031464213263E-5
87,1.7937389699574962E-5
88,1.6207407991126898E-5
89,1.4644276323114598E-5
90,1.3231902504162447E-5
91,1.1955746408734689E-5
92,1.0802670200321304E-5
93,9.760803279210973E-6
94,8.819419923433346E-6
95,7.968828792260604E-6
96,7.2002734055790075E-6
97,6.505841691252617E-6
98,5.878384735051428E-6
99,5.31144310585779E-6
