0,0.5
1,0.3125
2,0.2238388360380526
3,0.1943558768384346
4,0.18581466834139104
5,0.18344378070699682
6,0.18279358838819296
7,0.18261587452889394
8,0.18256734529890245
9,0.18255409648670864
10,0.18255047971708657
11,0.18254949239999124
12,0.18254922288045022
13,0.1825491493066384
14,0.18254912922236657
15,0.18254912373973728
16,0.18254912224308248
17,0.18254912183452382
18,0.18254912172299495
19,0.1825491216925497
20,0.1825491216842387
21,0.18254912168196996
22,0.18254912168135062
23,0.1825491216811816
24,0.18254912168113543
25,0.18254912168112283
26,0.1825491216811194
27,0.18254912168111845
