0,100.0
1,1.9607843137254901
2,0.9900990099009901
3,0.49261083743842365
4,0.24691358024691357
5,0.12330456226880394
6,0.061690314620604564
7,0.030854674483184203
8,0.015424957581366652
9,0.00771188401326444
10,0.0038557933294775405
11,0.0019279338333108406
12,9.639762090671602E-4
13,4.819857814194481E-4
14,2.4099347148685742E-4
15,1.2049659054897042E-4
16,6.0248331573077917E-5
17,3.0124174861195336E-5
18,1.506208516193323E-5
19,7.5310431481326824E-6
20,3.765521432274819E-6
21,1.8827607515852894E-6
22,9.413803669306746E-7
